customer_id,account_id,account_type,account_open_date,account_status,gender,age,state,pincode,customer_segment,employment_status,employer_name,annual_income_inr,account_balance_inr,num_products_held,kyc_status,nominee_added,mobile_banking_enabled,net_banking_enabled,credit_card_linked,demat_account,branch_name,relationship_manager_id,last_login_days_ago,is_dormant,churn_flag,fraud_flag,loan_type,loan_amount_inr,loan_tenure_months,outstanding_principal_inr,emi_amount_inr,days_past_due,is_npa,penalty_amount_inr,credit_score,credit_bureau,risk_rating,savings_interest_rate_pct,fd_interest_rate_pct,overdraft_limit_inr,monthly_interest_income_inr,monthly_service_charges_inr,num_transactions_last_month,avg_transaction_value_inr,last_transaction_date,last_transaction_type,last_transaction_channel,last_transaction_amount_inr,transaction_currency
CUST100135,ACC900135,Savings,2024-07-31,,M,48.0,Rajasthan,648055,,Salaried,Employer_33,3556486.93,783802.59,2.0,Verified,,,N,Y,,Hyderabad Banjara Hills,,214.0,0.0,1.0,0.0,Auto Loan,2752895.39,36.0,1210750.55,55057.91,180.0,1.0,,842.0,CIBIL,Medium,6.76,,,621.96,721.52,74.0,61286.68,2019-04-26,Interest,Mobile App,,GBP
CUST100136,ACC900136,Savings,2020-08-29,,M,37.0,Rajasthan,465848,Retail,Self-Employed,,4658625.97,727238.36,2.0,,Y,,,N,,Mumbai Central,,101.0,1.0,0.0,0.0,Home Loan,2813262.84,36.0,1207545.59,56265.26,90.0,1.0,51.63,446.0,CIBIL,High,2.83,,,9478.18,531.52,34.0,58058.15,2023-09-26,EMI,Mobile App,422623.97,GBP
CUST100137,ACC900137,Checking,2021-07-26,Active,,69.0,Maharashtra,276718,Corporate,Salaried,Employer_22,2356904.42,988988.11,1.0,,Y,,,,,Chennai East,RM12,136.0,1.0,1.0,1.0,Education Loan,2979076.12,84.0,2112168.64,59581.52,120.0,1.0,904.07,662.0,EQUIFAX,,,,329321.28,7650.18,1013.06,54.0,25652.64,2022-07-24,Credit,NEFT,-62210.14,INR
CUST100138,ACC900138,Savings,2022-09-28,Frozen,,41.0,West Bengal,240173,Retail,Retired,,1868968.43,1665905.53,,Pending,Y,N,,Y,Y,Jaipur Vaishali,,32.0,0.0,,1.0,Education Loan,1538824.35,120.0,457308.78,30776.49,180.0,1.0,2118.71,336.0,,Very High,3.63,,,5947.92,350.11,0.0,25111.13,2020-02-02,Transfer,RTGS,4393.94,INR
CUST100139,ACC900139,Checking,2023-05-18,Active,F,25.0,Gujarat,,Corporate,Self-Employed,,2583419.09,262461.39,4.0,Pending,N,Y,N,Y,Y,Jaipur Vaishali,RM6,537.0,0.0,0.0,0.0,Education Loan,2621138.99,120.0,571151.17,52422.78,0.0,0.0,0.0,812.0,EXPERIAN,Low,,,110545.48,10210.81,2011.8,106.0,32790.6,2023-05-21,Transfer,UPI,236885.88,USD
CUST100140,ACC900140,Checking,2020-06-27,Closed,Other,21.0,Tamil Nadu,301019,Corporate,Self-Employed,,3207701.29,556871.7,2.0,Expired,N,,N,Y,,,RM36,573.0,0.0,1.0,0.0,Auto Loan,4256977.2,84.0,1241444.4,85139.54,0.0,0.0,0.0,558.0,EQUIFAX,Medium,,,71130.83,8976.21,397.07,14.0,55031.21,2019-06-18,Transfer,NEFT,381006.56,INR
CUST100141,ACC900141,Current,2023-01-11,Inactive,F,45.0,Telangana,839730,Corporate,Business Owner,,2620631.99,1546148.04,5.0,,,Y,Y,,N,Jaipur Vaishali,RM47,626.0,0.0,0.0,,Personal Loan,1418629.53,48.0,1054160.0,28372.59,180.0,1.0,4770.98,469.0,,Medium,,,,70676.56,81.18,49.0,46240.74,2024-05-31,Interest,Branch,358517.08,GBP
CUST100142,ACC900142,Current,2018-08-23,,F,70.0,Rajasthan,522056,SME,Self-Employed,,1196942.13,2036257.84,3.0,Rejected,Y,Y,Y,N,Y,Delhi North,,12.0,1.0,0.0,1.0,,,,,,,,0.0,691.0,EXPERIAN,Medium,,,,8313.44,585.82,28.0,22315.95,2022-06-08,EMI,Mobile App,114415.43,GBP
CUST100143,ACC900143,Fixed Deposit,2022-04-22,,M,18.0,Telangana,188923,Retail,Self-Employed,,798118.14,1932117.7,3.0,Verified,Y,N,N,Y,,Chennai East,,438.0,0.0,0.0,0.0,Home Loan,4903319.47,84.0,3898410.82,98066.39,,,0.0,467.0,EQUIFAX,Medium,,7.62,,3425.73,1699.9,31.0,43763.45,2018-03-28,Credit,ATM,282892.38,GBP
CUST100144,ACC900144,Recurring Deposit,2020-01-13,Closed,F,75.0,Telangana,240082,HNI,Self-Employed,,3311138.27,535449.7,8.0,Expired,Y,N,Y,Y,Y,,RM4,142.0,0.0,0.0,1.0,Auto Loan,3890937.44,12.0,3329012.93,77818.75,0.0,0.0,0.0,699.0,,Very High,,,,7941.18,1170.98,14.0,73630.57,2019-06-07,EMI,Mobile App,176039.11,GBP
CUST100145,ACC900145,Fixed Deposit,2019-08-14,,M,44.0,Rajasthan,969812,SME,Self-Employed,,1225288.69,226528.41,5.0,Pending,,Y,Y,N,N,Pune FC Road,,726.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,734.0,CIBIL,Medium,,6.65,,5226.41,595.4,84.0,36943.25,2019-08-25,Debit,NEFT,-12972.17,INR
CUST100146,ACC900146,Fixed Deposit,2019-10-05,Frozen,Other,51.0,Karnataka,624514,Corporate,Self-Employed,,4752602.44,1199110.49,2.0,Verified,N,Y,N,Y,N,Hyderabad Banjara Hills,RM21,132.0,1.0,0.0,0.0,,,,,,180.0,1.0,4914.44,379.0,,Medium,,7.39,,11430.95,36824.52,82.0,68223.4,2022-10-04,Transfer,Branch,-18527.74,INR
CUST100147,ACC900147,Current,2022-07-27,Active,F,50.0,Karnataka,470533,SME,,,293485.24,36987798.3,2.0,Verified,N,Y,N,Y,Y,Pune FC Road,,471.0,1.0,,0.0,,,,,,120.0,1.0,4509.06,395.0,EXPERIAN,Medium,,,,8202.73,29.31,83.0,64406.27,2023-10-16,EMI,NEFT,387212.05,INR
CUST100148,ACC900148,Fixed Deposit,2020-11-14,Frozen,,26.0,Delhi,733727,HNI,Retired,,4797100.36,580471.95,2.0,Expired,N,N,Y,N,N,Delhi North,RM14,465.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,824.0,EQUIFAX,,,6.55,,6964.11,1280.45,52.0,21560.17,2024-12-17,Penalty,ATM,397719.8,USD
CUST100149,ACC900149,Recurring Deposit,2019-09-30,Inactive,,31.0,Gujarat,857371,HNI,Student,,2998789.57,128896.6,7.0,Rejected,N,Y,N,N,Y,Ahmedabad SG Highway,RM29,654.0,0.0,0.0,0.0,Education Loan,1053649.92,120.0,332590.5,21073.0,0.0,0.0,0.0,383.0,,Very High,,,,8202.59,1394.08,67.0,55410.61,2019-01-14,Transfer,RTGS,467168.77,GBP
CUST100150,ACC900150,Savings,2020-06-14,Active,F,44.0,Rajasthan,220063,Corporate,Retired,,2987254.24,400140.29,2.0,Rejected,,N,N,Y,Y,Jaipur Vaishali,RM31,475.0,,0.0,,Auto Loan,,60.0,,,180.0,1.0,4610.23,427.0,,Very High,6.53,,,1665.95,843.27,45.0,69431.81,2021-10-07,Debit,Net Banking,230676.41,USD
CUST100151,ACC900151,Fixed Deposit,2018-02-01,,Other,50.0,Tamil Nadu,,SME,Self-Employed,,1441565.76,1836682.43,3.0,,Y,N,Y,,,Hyderabad Banjara Hills,,133.0,0.0,0.0,0.0,Home Loan,4287628.29,36.0,3316040.77,85752.57,,,0.0,474.0,EXPERIAN,Medium,,7.53,,11935.85,543.81,50.0,47163.97,2024-06-24,Debit,RTGS,480416.42,GBP
CUST100152,ACC900152,Current,2020-02-04,Inactive,F,32.0,,326813,Corporate,Self-Employed,,1139472.37,1575625.7,1.0,Pending,,Y,,Y,,Ahmedabad SG Highway,RM8,,0.0,0.0,0.0,Home Loan,1429058.35,24.0,267177.97,28581.17,0.0,0.0,0.0,484.0,CIBIL,Low,,,,14617.59,1186.06,46.0,29885.48,2018-10-29,Penalty,IMPS,37771.58,EUR
CUST100153,ACC900153,Checking,2018-12-08,Closed,F,26.0,Tamil Nadu,176168,Corporate,,,1437905.77,1411645.47,7.0,,Y,Y,Y,N,N,Pune FC Road,RM43,321.0,,,0.0,,,,,,120.0,1.0,3155.4,709.0,EQUIFAX,High,,,112155.0,12787.53,1898.91,87.0,79213.36,2024-08-03,Debit,UPI,396587.19,GBP
CUST100154,ACC900154,Savings,2021-07-28,,F,,Rajasthan,772239,Corporate,Salaried,Employer_119,1188785.17,-99397.64,7.0,,N,,Y,N,N,Mumbai Central,RM24,229.0,1.0,1.0,0.0,Personal Loan,2600910.72,24.0,1556808.6,52018.21,90.0,1.0,3708.01,627.0,EXPERIAN,Medium,6.98,,,759679.69,143.11,63.0,3784.21,2023-01-29,Interest,Mobile App,164754.09,EUR
CUST100155,ACC900155,Savings,2019-07-23,Frozen,M,73.0,,428580,Corporate,Business Owner,,1299448.18,1630759.79,5.0,Rejected,Y,N,Y,N,Y,Ahmedabad SG Highway,RM46,516.0,0.0,,0.0,Home Loan,4561527.98,12.0,848129.9,91230.56,60.0,0.0,364.92,688.0,EXPERIAN,Very High,6.06,,,5221.76,1319.5,74.0,9424.3,2024-07-20,Penalty,RTGS,224061.65,INR
CUST100156,ACC900156,Checking,2020-06-15,,Other,46.0,Delhi,155718,,Retired,,3852176.48,340971.0,1.0,Pending,Y,,Y,,Y,Kolkata West,,67.0,1.0,,0.0,,,,,,0.0,0.0,0.0,409.0,EXPERIAN,Very High,,,145702.29,10780.09,807.77,,,2023-12-15,Transfer,IMPS,127336.6,GBP
CUST100157,ACC900157,Current,2020-07-16,Frozen,M,43.0,Karnataka,365852,SME,Business Owner,,2140910.12,1338007.89,,,N,N,,N,,Mumbai Central,,,0.0,1.0,0.0,Personal Loan,1787838.93,12.0,328456.03,35756.78,120.0,1.0,2584.98,544.0,EQUIFAX,,,,,80106.14,1323.14,21.0,27940.46,2023-04-28,Transfer,RTGS,10912.09,USD
CUST100158,ACC900158,Current,2021-09-28,Active,M,72.0,,418395,Corporate,Retired,,740019.93,43438.52,6.0,,N,,Y,,N,Pune FC Road,RM19,15.0,1.0,0.0,1.0,,,,,,0.0,0.0,0.0,331.0,,High,,,,6865.59,1659.08,95.0,15885.98,2021-01-26,Interest,IMPS,86235.14,EUR
CUST100159,ACC900159,Savings,2020-06-09,Frozen,Other,25.0,Telangana,548443,HNI,Self-Employed,,,673110.44,4.0,,,N,,,,Hyderabad Banjara Hills,RM27,572.0,0.0,,0.0,Personal Loan,1847612.68,36.0,1622371.13,36952.25,0.0,0.0,0.0,382.0,EXPERIAN,High,4.02,,,4512.68,378.99,119.0,19820.46,2022-06-23,Transfer,Net Banking,445073.5,GBP
CUST100160,ACC900160,Fixed Deposit,2018-12-29,Frozen,F,37.0,Rajasthan,,Retail,,,3013144.8,1719516.94,8.0,,,Y,Y,Y,Y,,,124.0,0.0,0.0,0.0,,,,,,90.0,1.0,2331.35,306.0,,Medium,,5.89,,9965.2,591.09,10.0,20904.89,2024-08-31,Transfer,Net Banking,293066.69,INR
CUST100161,ACC900161,Fixed Deposit,2023-06-05,Closed,F,71.0,Telangana,924911,HNI,Salaried,Employer_91,4289303.68,1251322.11,8.0,Rejected,,Y,N,,,,RM18,69.0,,0.0,0.0,Personal Loan,731862.84,48.0,375585.23,14637.26,,,0.0,581.0,,Very High,,5.04,,2547.66,422.62,13.0,31888.53,2023-02-16,Interest,Net Banking,185700.83,INR
CUST100162,ACC900162,Fixed Deposit,2023-04-17,,M,54.0,Tamil Nadu,477027,SME,,,840403.07,689814.08,4.0,Verified,,,Y,Y,Y,Hyderabad Banjara Hills,,73.0,0.0,0.0,0.0,Home Loan,190870.96,24.0,98349.97,3817.42,0.0,0.0,0.0,542.0,EXPERIAN,Very High,,6.01,,6421.19,334.19,49.0,-14775.4,2018-06-03,EMI,Net Banking,394703.36,USD
CUST100163,ACC900163,Checking,2023-12-04,Active,,31.0,West Bengal,944797,Corporate,Self-Employed,,2697798.95,1696483.48,4.0,Verified,,,N,,Y,Hyderabad Banjara Hills,RM23,612.0,0.0,0.0,0.0,,,,,,90.0,1.0,1662.26,882.0,EXPERIAN,Low,,,12095715.02,1825.16,,38.0,9708.15,2021-09-17,Debit,ATM,424158.23,GBP
CUST100164,ACC900164,Recurring Deposit,2023-05-16,Frozen,F,20.0,Delhi,670054,SME,Salaried,Employer_59,356878.14,893517.03,1.0,,,N,N,,Y,Delhi North,,365.0,0.0,0.0,0.0,Personal Loan,10017104.11,48.0,5651034.89,200342.08,0.0,0.0,0.0,353.0,,,,,,-1839.59,12452.54,55.0,42370.8,2024-11-26,Transfer,NEFT,92619.57,USD
CUST100165,ACC900165,Fixed Deposit,2021-05-24,,Other,36.0,,127254,Corporate,Salaried,Employer_70,2773170.8,73551142.02,2.0,Rejected,,Y,,N,Y,Mumbai Central,RM17,28.0,0.0,,1.0,,,,,,,,0.0,380.0,EXPERIAN,,,6.12,,9518.46,18772.42,66.0,23608.59,2019-08-05,Debit,ATM,347586.53,INR
CUST100166,ACC900166,Recurring Deposit,2022-11-13,Closed,,65.0,,167154,Corporate,Student,,4255883.58,1956529.33,8.0,Expired,Y,,Y,N,,Delhi North,RM12,282.0,,,0.0,Business Loan,2360350.1,60.0,575964.88,47207.0,0.0,0.0,0.0,315.0,EQUIFAX,High,,,,,75.03,31.0,27448.62,2022-01-21,Penalty,UPI,128735.14,INR
CUST100167,ACC900167,Fixed Deposit,2019-06-06,Inactive,F,27.0,Tamil Nadu,780748,Corporate,Student,,1260387.67,995168.48,6.0,Expired,Y,N,,Y,,Mumbai Central,RM5,588.0,,1.0,,Business Loan,-1389306.56,60.0,,-27786.13,60.0,0.0,521.23,345.0,EQUIFAX,High,,8.77,,160354.56,587.05,64.0,-1676.68,2024-05-25,Penalty,NEFT,215862.61,USD
CUST100168,ACC900168,Recurring Deposit,2019-05-12,Active,M,56.0,Delhi,135730,,,,3295873.64,406499.87,5.0,Rejected,N,N,,,N,Kolkata West,,74.0,0.0,0.0,0.0,Auto Loan,1235914.31,,463086.18,24718.29,120.0,1.0,4008.64,719.0,CIBIL,Medium,,,,4738.56,1992.58,64.0,73957.99,2023-01-13,Debit,RTGS,274045.42,INR
CUST100169,ACC900169,Recurring Deposit,2023-12-09,Active,,40.0,Karnataka,745374,SME,Business Owner,,2164093.3,248000.5,5.0,Rejected,,,Y,N,,Ahmedabad SG Highway,,169.0,0.0,0.0,0.0,Business Loan,3131410.7,24.0,2267817.94,62628.21,90.0,1.0,4586.42,746.0,,Medium,,,,3399.88,1036.21,93.0,59806.93,2023-09-18,Debit,Net Banking,441982.85,INR
CUST100170,ACC900170,Current,2021-01-26,Inactive,,74.0,Delhi,932776,SME,Retired,,1647233.26,1532143.43,3.0,Rejected,,,N,Y,N,Delhi North,,676.0,,0.0,1.0,Personal Loan,525537.98,36.0,67749.85,10510.76,180.0,1.0,1598.96,499.0,,High,,,,10840.42,161.73,3.0,16527.43,2022-12-28,EMI,Mobile App,150585.4,INR
CUST100171,ACC900171,Savings,2020-10-04,,F,73.0,Tamil Nadu,607236,,Business Owner,,3306132.75,1592441.68,4.0,,,Y,N,,N,Pune FC Road,,240.0,0.0,1.0,0.0,Personal Loan,3197330.14,48.0,-106111.96,63946.6,0.0,0.0,0.0,339.0,EQUIFAX,Very High,7.31,,,13354.35,887.63,80.0,51891.43,2020-01-08,Debit,UPI,437104.21,INR
CUST100172,ACC900172,Current,2021-01-02,Inactive,M,72.0,Maharashtra,416110,Retail,,,461793.94,631888.48,4.0,Verified,,Y,,N,N,Jaipur Vaishali,,704.0,0.0,0.0,0.0,Education Loan,58960724.75,48.0,22488738.7,1179214.5,90.0,1.0,2015.03,470.0,CIBIL,,,,,12862.62,573.06,78.0,10984.69,2018-03-28,Credit,RTGS,384490.53,INR
CUST100173,ACC900173,Savings,2021-01-20,Closed,F,68.0,West Bengal,599967,SME,Retired,,3418727.96,517336.96,4.0,,N,Y,,Y,N,Bangalore MG Road,,645.0,,0.0,1.0,,,,,,90.0,1.0,2453.55,,CIBIL,High,5.3,,,7326.15,,101.0,15408.93,2021-08-18,Interest,RTGS,370239.58,INR
CUST100174,ACC900174,Savings,2024-04-16,,F,49.0,Karnataka,408515,Retail,Retired,,604098.85,1074333.82,1.0,Verified,,,N,N,Y,Delhi North,,380.0,,0.0,0.0,Home Loan,3776107.17,84.0,177923067.16,75522.14,,,0.0,305.0,EXPERIAN,Very High,5.1,,,1980.64,227.22,101.0,44402.84,2021-08-11,Penalty,IMPS,247339.45,INR
CUST100175,ACC900175,Checking,2021-04-03,Inactive,M,69.0,West Bengal,375710,Retail,Self-Employed,,2673449.78,1913654.9,4.0,,Y,,Y,Y,,Ahmedabad SG Highway,,601.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,785.0,EQUIFAX,High,,,310951.56,12433.38,605.59,19.0,5445.99,2020-02-08,Penalty,Branch,45109.11,INR
CUST100176,ACC900176,Current,2024-06-15,Frozen,M,69.0,Telangana,883945,Corporate,,,,483979.13,8.0,Pending,Y,,,Y,N,Kolkata West,RM13,199.0,0.0,,1.0,Business Loan,804171.29,84.0,128738.79,16083.43,120.0,1.0,4447.94,783.0,EQUIFAX,Medium,,,,10059.87,1741.58,15.0,44385.62,2023-04-28,Transfer,NEFT,401653.04,INR
CUST100177,ACC900177,Recurring Deposit,2021-06-25,,Other,41.0,Karnataka,564937,Corporate,Salaried,Employer_140,,554160.49,1.0,Expired,Y,Y,,Y,,Mumbai Central,RM18,517.0,1.0,0.0,0.0,Education Loan,260787.52,12.0,250116.43,5215.75,120.0,1.0,4929.51,765.0,EXPERIAN,Medium,,,,12344.59,1430.94,111.0,,2019-09-20,Debit,Mobile App,39924.5,GBP
CUST100178,ACC900178,Checking,2018-01-14,Inactive,Other,40.0,Delhi,320958,SME,Business Owner,,1861640.05,1089133.45,6.0,Expired,,,,,N,Chennai East,,32.0,0.0,1.0,0.0,Home Loan,935980.75,12.0,683715.41,18719.62,60.0,0.0,1037.19,552.0,EXPERIAN,High,,,180030.39,9062.08,1675.78,94.0,24445.05,2021-02-16,Interest,Mobile App,152918.23,USD
CUST100179,ACC900179,Recurring Deposit,2020-02-03,Inactive,,55.0,,415183,Corporate,Self-Employed,,1991854.74,69065.42,8.0,Rejected,,N,,Y,Y,Pune FC Road,RM37,341.0,1.0,1.0,0.0,,,,,,0.0,0.0,0.0,786.0,EQUIFAX,High,,,,4745.17,1527.41,12.0,72826.99,2020-02-02,EMI,ATM,407703.52,GBP
CUST100180,ACC900180,Savings,2021-06-20,Inactive,F,47.0,West Bengal,297101,SME,,,,289537.99,2.0,Expired,,,N,Y,,Hyderabad Banjara Hills,,95.0,0.0,0.0,0.0,Home Loan,957623.57,48.0,227324.78,19152.47,0.0,0.0,0.0,652.0,,,4.94,,,10822.57,1201.12,50.0,75464.37,2020-09-21,EMI,Net Banking,61980.52,INR
CUST100181,ACC900181,Fixed Deposit,2020-01-07,Closed,,37.0,Telangana,728441,SME,Self-Employed,,3352730.14,1890615.34,2.0,Verified,N,Y,Y,N,N,Hyderabad Banjara Hills,,691.0,1.0,,0.0,Business Loan,4005017.49,24.0,2714070.82,80100.35,0.0,0.0,0.0,888.0,,,,5.03,,13883.64,1068.12,,1347960.32,2019-04-20,Interest,IMPS,183399.72,INR
CUST100182,ACC900182,Savings,2024-02-02,Closed,Other,40.0,,355592,,Self-Employed,,268037.49,1136535.24,2.0,Verified,,N,N,,,Hyderabad Banjara Hills,,220.0,0.0,0.0,,,,,,,90.0,1.0,4385.24,386.0,EXPERIAN,Low,7.14,,,10726.09,1929.78,81.0,36234.52,2024-12-03,Penalty,Branch,391415.07,EUR
CUST100183,ACC900183,Current,2020-01-31,Active,Other,20.0,Tamil Nadu,692332,HNI,Student,,4461206.35,,1.0,Pending,N,,N,Y,Y,Ahmedabad SG Highway,RM27,290.0,0.0,1.0,,Education Loan,3290796.87,84.0,613376.65,65815.94,0.0,0.0,0.0,,,Very High,,,,9360.54,409.67,81.0,43658.62,2021-11-05,Transfer,NEFT,172589.27,INR
CUST100184,ACC900184,Checking,2022-03-18,,M,56.0,Rajasthan,488283,SME,Self-Employed,,679305.4,1102785.95,,Pending,Y,N,,Y,Y,Ahmedabad SG Highway,,669.0,0.0,,0.0,,,,,,90.0,1.0,1121.34,660.0,,High,,,390875.84,1552.2,797.14,35.0,62698.97,2021-07-25,Debit,RTGS,427992.34,INR
CUST100185,ACC900185,Recurring Deposit,2023-09-26,Closed,F,28.0,Delhi,484265,,Salaried,Employer_184,1895267.44,1841086.17,8.0,,N,Y,Y,Y,N,Bangalore MG Road,,248.0,1.0,,1.0,Auto Loan,18701427.88,,6047804.15,374028.56,0.0,0.0,0.0,812.0,EQUIFAX,,,,,830763.45,1580.4,116.0,18890.97,2018-05-13,Interest,RTGS,476381.91,GBP
CUST100186,ACC900186,Checking,2020-12-19,Frozen,M,62.0,Tamil Nadu,605468,HNI,,,2449042.48,1542728.22,5.0,Expired,,N,N,N,,Pune FC Road,RM31,,0.0,1.0,0.0,Auto Loan,3974435.31,12.0,2906573.9,79488.71,0.0,0.0,0.0,877.0,EQUIFAX,Low,,,302826.85,11101.79,1217.65,91.0,46467.13,2021-04-22,Penalty,Mobile App,406944.92,INR
CUST100187,ACC900187,Current,2020-07-09,Closed,Other,27.0,Delhi,919370,SME,Self-Employed,,2995204.81,397022.6,5.0,Pending,Y,,,N,N,Chennai East,,74.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,836.0,EXPERIAN,Medium,,,,1509.57,127.63,4.0,50224.1,2021-01-16,Credit,Net Banking,217668.91,INR
CUST100188,ACC900188,Fixed Deposit,2019-04-22,Inactive,,30.0,Tamil Nadu,301225,SME,Student,,2790649.75,1180003.06,2.0,Expired,Y,,N,,Y,Mumbai Central,,624.0,0.0,,0.0,Home Loan,3665452.41,,3425894.3,73309.05,30.0,0.0,533.08,480.0,,Very High,,7.69,,1485.28,1331.82,82.0,20945.05,2024-04-17,Penalty,UPI,229886.7,GBP
CUST100189,ACC900189,Current,2023-10-17,Closed,,68.0,Maharashtra,770699,,Business Owner,,4108890.59,925684.44,4.0,Rejected,Y,N,,,N,Pune FC Road,,448.0,1.0,,1.0,Personal Loan,1617403.01,84.0,771691.68,32348.06,90.0,1.0,2242.7,,CIBIL,,,,,12530.08,665.37,45.0,74255.62,2020-04-08,Penalty,Branch,353830.48,EUR
CUST100190,ACC900190,Savings,2023-04-17,,F,22.0,Delhi,685410,SME,,,5048589.6,1760914.6,8.0,Verified,N,,N,,Y,Chennai East,,525.0,0.0,,,Business Loan,489157.64,60.0,285687.1,9783.15,0.0,0.0,0.0,369.0,EQUIFAX,Very High,6.66,,,985.64,1183.45,57.0,14835.99,2021-09-26,Penalty,Branch,490755.09,INR
CUST100191,ACC900191,Recurring Deposit,2023-04-03,Frozen,M,30.0,West Bengal,311499,Corporate,,,3790975.14,924423.96,4.0,,,N,Y,N,N,Kolkata West,RM11,238.0,0.0,0.0,,,,,,,60.0,0.0,526.91,889.0,,,,,,13512.39,370.46,88.0,69706.37,2024-12-29,Credit,RTGS,4215.43,INR
CUST100192,ACC900192,Current,2018-04-22,Frozen,F,46.0,Maharashtra,263324,Retail,Retired,,4177094.37,1470218.62,5.0,Rejected,Y,Y,Y,Y,,Pune FC Road,,62.0,0.0,1.0,1.0,Education Loan,2280987.18,24.0,424990.51,45619.74,180.0,1.0,2036.37,514.0,,High,,,,6437.9,2028.12,45.0,31963.42,2023-09-08,EMI,NEFT,127166.97,INR
CUST100193,ACC900193,Current,2022-03-03,Inactive,M,28.0,Delhi,885088,HNI,Salaried,Employer_90,1058109.19,1436811.99,2.0,Verified,Y,N,,,N,Chennai East,RM9,146.0,1.0,1.0,0.0,Home Loan,,48.0,,,30.0,0.0,,682.0,EQUIFAX,Low,,,,14410.65,1860.4,,25418.47,2019-08-15,Credit,RTGS,275786.81,USD
CUST100194,ACC900194,Savings,2019-01-24,Active,F,74.0,Karnataka,483172,HNI,Retired,,1415768.45,600284.98,8.0,Rejected,,Y,,N,,,RM42,129.0,1.0,,,Business Loan,2724225.15,36.0,995200.51,54484.5,0.0,0.0,0.0,694.0,EXPERIAN,Very High,6.22,,,9705.89,1961.67,1.0,49510.56,2022-06-14,Credit,NEFT,281620.4,INR
CUST100195,ACC900195,Checking,2023-02-17,Frozen,M,63.0,Tamil Nadu,946188,SME,Student,,785020.89,1158430.64,7.0,,Y,N,Y,Y,N,Chennai East,,661.0,0.0,0.0,0.0,Business Loan,990717.17,48.0,224431.8,19814.34,0.0,0.0,0.0,662.0,CIBIL,Medium,,,199405.98,7360.06,-230.0,46.0,53705.43,2019-10-13,Penalty,Net Banking,83880.96,INR
CUST100196,ACC900196,Fixed Deposit,2024-08-19,Frozen,F,40.0,Telangana,991253,Retail,Self-Employed,,1225097.93,810082.05,1.0,Rejected,Y,,Y,Y,,,,653.0,1.0,1.0,,,,,,,0.0,0.0,0.0,445.0,EQUIFAX,High,,8.35,,3877.3,349.23,,42879.55,2024-09-17,Debit,IMPS,317856.02,INR
CUST100197,ACC900197,Current,2021-02-03,Closed,Other,39.0,West Bengal,921779,Retail,Student,,3346175.15,26307.68,7.0,,N,N,,N,N,Ahmedabad SG Highway,,650.0,0.0,,1.0,Business Loan,2541540.91,24.0,2405712.9,50830.82,,,0.0,684.0,CIBIL,Very High,,,,3362.31,652.14,75.0,47353.02,2022-01-17,EMI,RTGS,19860881.43,GBP
CUST100198,ACC900198,Checking,2020-05-07,Active,M,53.0,Delhi,335745,,,,3855565.61,330365.32,3.0,,N,Y,,N,,Bangalore MG Road,,158.0,0.0,0.0,0.0,Auto Loan,3205466.68,48.0,1231986.44,64109.33,0.0,0.0,0.0,620.0,EXPERIAN,High,,,-42996.11,10878.49,1677.17,25.0,67390.23,2022-11-29,Debit,NEFT,461022.58,INR
CUST100199,ACC900199,Savings,2023-07-19,Frozen,F,32.0,Rajasthan,977252,Retail,Business Owner,,4535168.97,304708.68,4.0,,,,,,Y,Hyderabad Banjara Hills,,509.0,0.0,1.0,1.0,,,,,,,,0.0,749.0,EXPERIAN,Medium,2.98,,,14057.36,1105.66,108.0,52662.83,2020-12-07,Transfer,NEFT,224892.99,USD
CUST100200,ACC900200,Savings,2019-12-03,Frozen,M,53.0,Telangana,551266,SME,Salaried,Employer_136,4590753.56,133843.37,4.0,,Y,N,Y,Y,N,Delhi North,,266.0,1.0,,1.0,Auto Loan,2935654.1,,1318438.7,58713.08,90.0,1.0,3611.5,762.0,EQUIFAX,Medium,6.68,,,551.7,657.18,72.0,11922.12,2021-07-12,Interest,ATM,26812.6,INR
CUST100201,ACC900201,Checking,2020-07-17,Frozen,Other,58.0,Telangana,248249,SME,Self-Employed,,1821788.98,43281.61,2.0,,N,Y,,,Y,Chennai East,,413.0,0.0,,0.0,Home Loan,3258537.08,12.0,322762.24,65170.74,,,0.0,371.0,EXPERIAN,Low,,,476734.87,8536.63,390.69,63.0,41180.65,2019-09-26,Interest,NEFT,91609.92,INR
CUST100202,ACC900202,Current,2018-08-29,Closed,,60.0,West Bengal,294726,,,,4332315.09,1860655.99,6.0,,,N,,,Y,Bangalore MG Road,,208.0,,0.0,,Business Loan,1941365.4,84.0,409045.2,38827.31,90.0,1.0,4225.42,686.0,,,,,,251551.82,359.63,,25569.35,2023-08-01,Penalty,UPI,333461.87,INR
CUST100203,ACC900203,Checking,2024-05-28,Closed,F,20.0,Tamil Nadu,368958,Retail,,,1222838.36,10288.06,7.0,Rejected,N,Y,Y,,N,Bangalore MG Road,,291.0,0.0,0.0,0.0,,,,,,60.0,0.0,616.76,699.0,EQUIFAX,Very High,,,434698.96,,88225.87,51.0,12797.08,2020-11-23,Penalty,RTGS,288913.19,USD
